product_name,price,sku,unit_size,unit_type
NAZINHA SEQUILHOS NATA 20/350G,0.01,47897042700088,20/350G,CASE
FABITOS BISC POLVILHO 20/100G,0.01,,20/100G,CASE
FABITOS BISC SUPER POLVILHO 20/100G,0.01,,20/100G,CASE
FABITOS PIPOCA VOVO SALGADA 10/100G,0.01,,10/100G,CASE
FABITOS SALG PRESUNTO ASSADO 10/80G,0.01,7896481033476,10/80G,CASE
FABITOS SALGADINHO QUEIJO 10/90G,0.01,7896481055751,10/90G,CASE
FABITOS SALGADINHO CEBOLA 10/90G,0.01,7896481055768,10/90G,CASE
FABITOS SALG BACON ASSADO 10/80G,0.01,7896481055775,10/80G,CASE
FABITOS SALGADINHO BACON 10/90G,0.01,7896481055775,10/90G,CASE
FABITOS SALGADINHO PIZZA 10/90G,0.01,7896481055782,10/90G,CASE
FABITOS SALGADINHO PRESUNTO 10/90G,0.01,7896481055799,10/90G,CASE
FABITOS SALGADINHO CHURRASCO 10/90G,0.01,7896481055812,10/90G,CASE
FABITOS PIPOCA VOVOZINHA 20/150GR,0.01,7896481055942,20/150GR,CASE
FABITOS BACON SNACKS 30/100G,0.01,7896481055959,30/100G,CASE
FABITOS CALABRESA PIMENTA 30/100G,0.01,7896481055966,30/100G,CASE
FABITOS PIPOCA VOVOZINHA 30/60GR,0.01,7896481056703,30/60GR,CASE
FABITOS BACON BITS 30/60G,0.01,7896481056796,30/60G,CASE
FABITOS BACON BITS 20/90G,0.01,7896481057182,20/90G,CASE
SAB MINEIRO PAO QUEIJO TRADIC 10/1K,0.01,10813114020263,10/1KG,CASE
SAB MINEIRO PAO QUEIJO TRADI 26/400,0.01,10813114020270,26/400GR,CASE
AGUA H2OH! LIMAO 12/500ML,0.01,,12/500ML,CASE
AGUA H2OH! LIMONETO 12/500ML,0.01,,12/500ML,CASE
GUARANA ANTARCTICA DIET 8/2 LITROS,0.01,,8/2 LITROS,CASE
GUARANA ANTARCTICA 12PK/11.83OZ,0.01,678963100220,12/11.83OZ,CASE
GUARANA ANTARCTICA 8/2 LITERS,0.01,678963100237,8/2 LT,CASE
GUARANA ANTARCTICA DIET 12 LATAS,0.01,678963100299,12/12OZ,CASE
NATU'S BALA DE GENGIBRE 12/55G,0.01,,12/55G,CASE
NATU'S PROPOLIS SEM ALCOOL 16/30ML,0.01,,16/30ML,CASE
NATU'S SPRAY COMPLETO 16/35ML,0.01,,16/35ML,CASE
NATU'S SPRAY COMPLETO S/ ALCOOL,0.01,,16/35ML,CASE
NATU'S SPRAY GENGIBRE MEL PROPOLIS,0.01,,16/35ML,CASE
NATU'S SPRAY MALVA E PROPOLIS,0.01,,16/35ML,CASE
NATU'S SPRAY MEL E PROPOLIS 16/35ML,0.01,,16/35ML,CASE
NATU'S SPRAY ROMA E MEL 16/35ML,0.01,,16/35ML,CASE
NATU'S SPRAY ROMA E PROPOLIS 16/35M,0.01,,16/35ML,CASE
DELMA POLVILHO TRAD ARGOLA 20/100G,0.01,,20/100G,CASE
DELMA POLVILHO TRAD PALITO 20/100G,0.01,,20/100G,CASE
DELMA POLVILHO PAPA OVO 20/100G,0.01,,20/100G,CASE
DELMA POLVILHO QUEIJO ARGOLA 20/100,0.01,,20/100G,CASE
DELMA SEQUILHOS LEITE 12/300G,0.01,,12/300G,CASE
DELMA SEQUILHOS COCO 12/300G,0.01,,12/300G,CASE
DELMA PIMENTINHA 10/100G,0.01,,10/100G,CASE
DELMA ARGOLINHA DE CHIA 10/90G,0.01,,10/90G,CASE
DELMA ARGOLINHA PIMENTA CALABRESA,0.01,,10/90G,CASE
DELMA SUSPIRO L. CONDENSADO 15/130G,0.01,,15/130G,CASE
DELMA SUSPIRO LIMAO 15/130G,0.01,,15/130G,CASE
DELMA SUSPIRO MORANGO 15/130G,0.01,,15/130G,CASE
DELMA PELLET DE BACON 20/50G,0.01,7898250471182,20/50G,CASE
FERRERO OVO AO LEITE 20/175GR,0.01,,20/175GR,CASE
FERRERO OVO DARK 20/175G,0.01,,20/175G,CASE
FERRERO ROCHER CHOCOLATE 12/1.3OZ,0.01,,12/1.3OZ,CASE
FERRERO ROCHER BARRA LEITE 8/90G,0.01,,8/90G,CASE
FERRERO ROCHER BARRA DARK 8/90G,0.01,,8/90G,CASE
FERRERO ROCHER BARRA WHITE 8/90G,0.01,,8/90G,CASE
KINDER BUENO AO LEITE 20/43G,0.01,009800552108,20/43G,CASE
KINDER JOY 20 EGGS,0.01,009800570225,20 EGGS,CASE
KINDER BUENO WHITE T2 30/39G,0.01,08000500121467,30/39G,CASE
NUTELLA & GO 16/1.8 OZ,0.01,009800800162,16/1.8OZ,CASE
NUTELLA COPO VIDRO 15/200G,0.01,03000500015476,15/200G,CASE
NUTELLA VIDRO 15/350G,0.01,08000500004388,15/350G,CASE
NUTELLA VIDRO 64/25G,0.01,08000500217252,64/25G,CASE
CHUPA CHUP DISPLAY RODA 200/12G,0.01,08404196,200/12G,CASE
CHUPA CHUP MELODY POPS 48/15G,0.01,8410031934915,48/15G,CASE
RED BULL ORIGINAL 24/250ML,0.01,9002490100094,24/250ML,CASE
RED BULL ORIGINAL 24/355ML,0.01,9002490210120,24/355ML,CASE
RED BULL TROPICAL 24/250ML,0.01,9002490230630,24/250ML,CASE
RED BULL ACAI 24/250ML,0.01,9002490238070,24/250ML,CASE
RED BULL APRICOT 24/250ML,0.01,902241995,24/250ML,CASE
RED BULL MELANCIA 24/250ML,0.01,902257591,24/250ML,CASE
RED BULL SUGAR FREE 24/250ML,0.01,902269317,24/250ML,CASE
MUNDIAL TESOURA DE UNHA RETA 422-12,0.01,,1*12,CASE
NEUTROX NEUTROX 1 CLASSICO 24/200G,0.01,17891176117629,24/200G,CASE
NEUTROX NEUTROX 1 CLASSICO 48/100G,0.01,27891176111044,48/100G,CASE
NEUTROX NEUTROX 1 CLASSICO 12/500G,0.01,37891176111089,12/500G,CASE
BIOCOLOR KIT CLAREADOR 12 DISPLAYS,0.01,,12 DISPLAY,CASE
BIOCOLOR KIT DESCOLORANTE 12/50G,0.01,27891182006877,12/50G,CASE
FARMAX OLEO CENOURA CORPO/CABELO,0.01,,12/100ML,CASE
FARMAX ÓLEO DE COPAIBA 12/30ML,0.01,,12/30ML,CASE
FARMAX ÓLEO DE BANANA 12/60ml,0.01,,12/60ML,CASE
FARMAX SORO FISIOLOGICO 24/500ML,0.01,,24/500ML,CASE
FARMAX ACETONA BLUE 12/80ML,0.01,7896902200579,12/100ML,CASE
FARMAX REMOVEDOR ESMALTE SEM ACETON,0.01,7896902201286,12/100ML,CASE
FARMAX AGUA OXIGENADA 10VOL 12/100M,0.01,7896902210547,12/100ML,CASE
FARMAX AGUA OXIGENADA 20VOL 12/90CM,0.01,7896902210578,12/90CM,CASE
FARMAX AGUA OXIGENADA 30VOL 12/90CM,0.01,7896902210615,12/100ML,CASE
FARMAX AGUA OXIGENADA 40VOL 12/90CM,0.01,7896902210653,12/90CM,CASE
FARMAX ÓLEO AMÊNDOAS CABELOS 12/100,0.01,7896902211070,12/100ML,CASE
FARMAX SORO FISIOLOGICO 12/100ML,0.01,7896902212169,12/100ML,CASE
FARMAX SORO FISIOLOGICO 12/250ML,0.01,7896902212183,12/250ML,CASE
NIVEA DESODOR ROLLON MEN COOL,0.01,,12/50ML,CASE
NIVEA DESODOR ROLLON MEN DRY 12/50,0.01,,12/50ML,CASE
NIVEA DESODOR ROLLON FEM FRESH,0.01,,12/50ML,CASE
NIVEA DESODOR ROLLON FEM PEARL,0.01,,12/50ML,CASE
NIVEA DESODOR ROLLON SILVER PROTEC,0.01,,12/50ML,CASE
NIVEA DESODOR ROLLON MEN SENSITIVE,0.01,,12/50ML,CASE
NIVEA DESODOR ROLLON FEM DBL EFFECT,0.01,,12/50ML,CASE
NIVEA DESODOR FEM SENSITIVE PURE,0.01,,12/50ML,CASE
NIVEA DESODOR FEM PROTECT CARE,0.01,,12/50ML,CASE
NIVEA DESODOR FEM CONFORT POWER,0.01,,12/50ML,CASE
NIVEA DESODOR FEM SEM PERFUME,0.01,,12/50ML,CASE
NIVEA DESODOR FEM DERMO CLAREADOR,0.01,,12/50ML,CASE
NIVEA DESODOR ROLLON FEM CLEAR SKIN,0.01,,12/50ML,CASE
NIVEA DESODOR FEM BLACK WHITE CLEAR,0.01,,12/50ML,CASE
NIVEA DESODOR MEN FRESH ACTI 12/50,0.01,,12/50ML,CASE
GOTA DOURADA FORTALECEDOR DE CABELO,0.01,,24/100ML,CASE
DAP DESEDOR S/PERFUME 12/55G,0.01,,12/55G,CASE
PIERRE ALEXANDER DESODOR 12/50G,0.01,,12/50G,CASE
REXONA FEM COTTON 72 HORAS 12/90G,0.01,,12/90G,CASE
ALFAZEMA LAVANDA 12/118ML,0.01,,12/118ML,CASE
REXONA POWDER DRY 72 HORAS 12/90G,0.01,27791293032430,12/90G,CASE
SABO LUX LUXO DEL PETALAS 12UNI,0.01,,1*12,CASE
SABO PHEBO ALFAZEMA PROVENC 6/200ML,0.01,,200ML,CASE
SABO PHEBO COLONIA MANDARIN 6/200ML,0.01,,6/200ML,CASE
SABO PHEBO COLLECTION 8PK/90G 6DP,0.01,,8/90G,CASE
SABO PHEBO COLONIA LIMAO 6/200ML,0.01,,6/200ML,CASE
SABO POM POM OLEO DE AMENDOAS 12/80,0.01,,12/90G,CASE
SABO SENADOR CLASSIC 12/130G,0.01,,1*12,CASE
SABO SENADOR SPORT 12/130G,0.01,,6/130G,CASE
SABO PROTEX ERVA DOCE 12/90G,0.01,,12/90GR,CASE
SABO PASTOSO NEUTRAL 18/500G,0.01,17896270200802,18/500G,CASE
SABO PASTOSO NEUTRAL COCO 18/500G,0.01,17896270200819,18/500G,CASE
POP SUPER LOICA 12/700ML,0.01,45600258596015,12/700ML,CASE
SABO SENADOR GOLD 12/130G,0.01,7891134501821,1*12,CASE
SABO SENADOR SEDUCAO 12/130G,0.01,7891134506659,12/130G,CASE
SABO POM POM GLICERINA 12/80G,0.01,7896094905627,12/90G,CASE
SABO POM POM HIDRATANTE 12/90G,0.01,7896094905634,12/90G,CASE
SABO PHEBO AMAZONIA 1*12,0.01,7896512909732,1*12,CASE
SABO PHEBO FRESCOR DA MANHA 1*12,0.01,7896512909763,1*12,CASE
SABO PHEBO NATURELLE 1*12,0.01,7896512909770,1*12,CASE
SABO PHEBO ODOR ROSAS 1*12,0.01,7896512909787,1*12,CASE
SABO PHEBO LAVANDA 1*12,0.01,7896512909794,1*12,CASE
SABO PHEBO RAIZ DO ORIENTE 12/90G,0.01,7896512918536,12/90G,CASE
SABO PHEBO PATCHOULY 1*12,0.01,7896512934536,1*12,CASE
SABO PHEBO LIMA DA PERSIA 1*12,0.01,7896512936622,1*12,CASE
MAYONAISE BRASIL HELLMANS 12/500G,0.01,17894000050031,12/500G,CASE
FAZENDA GELEIA DE MOCOTO 24/400G,0.01,7898222280118,24/400G,CASE
LEITE DE ROSAS SABONETE 12/90G,0.01,,12/90G,CASE
HIPOGLOSS AZUL TRANSPARENTE 12/80G,0.01,,12/80G,CASE
HIPOGLOSS VERMELHO 120/40G,0.01,,120/40G,CASE
LEITE DE ROSAS 48/100ML,0.01,17896806700028,48/100ML,CASE
LEITE DE ROSAS 36/170ML,0.01,17896806700035,36/170ML,CASE
TORCIDA CAMARAO C/ PIMENTA 24/60G,0.01,,24/60G,CASE
TORCIDA CEBOLA 24/60G,0.01,17892840816879,24/60G,CASE
TORCIDA VINAGRETE 24/60G,0.01,17892840820609,24/60G,CASE
TORCIDA CHURRASCO 24/60G,0.01,17892840822557,24/60G,CASE
TORCIDA BACON 24/60G,0.01,17892840822559,24/60G,CASE
TORCIDA COSTELINHA C/ LIMAO 24/60G,0.01,17892840822603,24/60G,CASE
TORCIDA PAO DE ALHO 24/60G,0.01,17892840822627,24/60G,CASE
TORCIDA PIMENTA MEXICANA 24/60G,0.01,17892840822634,24/60G,CASE
TORCIDA QUEIJO 24/60G,0.01,17892840822641,24/60G,CASE
PINCA ERGOMETRICA INOX PONTA RETA 6,0.01,,6PC,CASE
SANTA MARIA BUCHA VEG NATURAL 721,0.01,17896314707212,24 UNITS,CASE
CREME DENTAL COLGATE 12/90g,0.01,7891024134702,12/90G,CASE
CREME DENTAL SORRISO DENTES BRANCOS,0.01,7891528030142,12/90G,CASE
ARROZ JASMINE MILAGRE BRAND 20 LBS,0.01,654054300014,20LBS,UNIT
OLE MILHO VERDE 12/170G,0.01,27891032013253,12/170G,CASE
SAL B LEBRE FINO 10/1KG,0.01,7896110100043,10/1KG,CASE
SAL B LEBRE GROSSO 10/1KG,0.01,7896110100814,10/1KG,CASE
SAL FINO (SALT) 55LBS,0.01,7896110114033,55LBS,CASE
SAL B LEBRE PARRILLA 10/500GR,0.01,7896110115160,10/500GR,CASE
SAZON AJI-SAL CHURRASCO 24/500G,0.01,,24/500G,CASE
SAZON CASEIRO SEM PIMENTA 20/450G,0.01,,20/450G,CASE
SAZON CASEIRO COM PIMENTA 20/450G,0.01,,20/450G,CASE
SAZON BRAZIL BRANCO ARROZ 48*60G,0.01,17891132000446,48*60G,CASE
SAZON BRAZIL NORDESTE 48*60G,0.01,17891132001108,48*60G,CASE
SAZON AJINOMOTO AMACIANTE CARNE 6/1,0.01,17891132005885,6/1.1KG,CASE
SAZON BRAZIL ALHO 48*60G,0.01,17891132008695,48*60G,CASE
SAZON BRAZIL LIMAO 48*60G,0.01,17891132008701,48*60G,CASE
SAZON BRAZIL TOQUE ALECRIM 48*60G,0.01,17891132008718,48*60G,CASE
SAZON BRAZIL VERDE FRANGO 48*60G,0.01,17891132019271,48*60G,CASE
SAZON BRAZIL VERMELHO CARNES 48*60G,0.01,17891132019288,48*60G,CASE
SAZON BRAZIL AMARELO LEGUMES 48*60G,0.01,17891132019400,48*60G,CASE
SAZON BRAZIL LARANJA MASSAS 48*60G,0.01,17891132019714,48*60G,CASE
SAZON BRAZIL MARRON FEIJAO 48*60G,0.01,17891132019721,48*60G,CASE
SAZON BRAZIL SALADA 48*60G,0.01,17891132019738,48*60G,CASE
SAZON AJI-SAL CHURRASCO 12/1KG,0.01,17891132080028,12/1KG,CASE
SAL PORTUGUESE CALABRESA 10/500G,0.01,7898357411593,10/500G,CASE
SAL PORTUGUESE COM ALHO 10/500G,0.01,78989374499096,10/500G,CASE
SAL PORTUGUESE CHURRASCO 10/500G,0.01,7898937499089,10/500G,CASE
SAL PORTUGUESE COM BACON 10/500G,0.01,7898937499300,10/500G,CASE
SAL PORTUGUESE COM CHIMICHURRI,0.01,7898937499317,10/500G,CASE
SAL PORTUGUESE ROSA DO HIMALAIA,0.01,7898937499324,10/500G,CASE
SAL PORTUGUESE BRASILEIRINHO 10/500,0.01,7898937501133,10/500G,CASE
KNORR B CREME DE CEBOLA 12/65G,0.01,27891150030590,12/65G,CASE
KNORR BRAZ CALDO CARNE 10/114G,0.01,67891150012365,10/114G,UNIT
KNORR BRAZ CALDO CARNE 10/57G,0.01,7891150012301,10/57G,UNIT
KNORR BRAZ CALDO GALINHA 10/114G,0.01,7894000000350,10/114G,UNIT
KNORR BRAZ CALDO COSTELA 10/57G,0.01,7894000077468,10/57G,UNIT
KNORR BRAZ CALDO GALINHA 10/57G,0.01,7894000077475,10/57G,UNIT
KNORR BRAZ CALDO LEGUMES 10/57G,0.01,7894000077482,10/57G,UNIT
KNORR BRAZ CALDO BACON 10/57G,0.01,7894000077505,10/57G,UNIT
ARISCO CREME DE CEBOLA 12/61G,0.01,27891150030347,12/61G,CASE
ARISCO TEMPERO COMPLETO 24/300G,0.01,37891700011007,24/300G,CASE
ARISCO TEMPERO SEM PIMENTA 24/300G,0.01,37891700011205,24/300G,CASE
ARISCO TEMPERO ALHO E SAL 24/300G,0.01,37891700012103,24/300G,CASE
ARRIFANA ARIZ COLORAU 12/500G,0.01,27896056100262,12/500G,UNIT
ARRIFANA ARIZ COLORAU 12/1KG,0.01,27896056105298,12/1KG,UNIT
ARRIFANA ARIZ COLORAU 24/100G,0.01,37896056100047,24/100G,UNIT
ARRIFANA LOURO 10/3G,0.01,67896056100543,10/3G,UNIT
ARRIFANA COLORAU 10/30G,0.01,67896056100819,10/30G,UNIT
ARRIFANA OREGANO 10/3G,0.01,67896056100826,10/3G,UNIT
ARRIFANA PIMENTA REINO EM PO 10/20G,0.01,67896056100834,10/20G,UNIT
ARRIFANA COMINHO 10/20G,0.01,67896056100840,10/20G,UNIT
ARRIFANA ERVA DOCE 10/15G,0.01,67896056100857,10/15G,UNIT
ARRIFANA CRAVO DA INDIA 10/10G,0.01,67896056100864,10/10G,UNIT
ARRIFANA CANELA PO 10/10G,0.01,67896056100901,10/10G,UNIT
ARRIFANA BICARBONATO 10/15G,0.01,67896056100918,10/15G,UNIT
ARRIFANA SALSA DESIDRATADA 24/5G,0.01,67896056102394,24/5G,UNIT
ARRIFANA TEMPERO MISTO 24/15G,0.01,67896056102400,24/15G,UNIT
SERRA ALIMENTO TAPIOCA CROC 10/200G,0.01,,10/200G,CASE
SERRA ALIMENTO F AMARELA FINA 10/1K,0.01,,10/1KG,CASE
SERRA ALIMENTO F BRANCA FINA 10/1K,0.01,,10/1KG,CASE
SERRA ALIMENTO F AMARELA GROSS 10/1,0.01,,10/1KG,CASE
CLAMEL BATATA DOCE E ABOBORA 10/180,0.01,17898364280158,10/180G,CASE
CLAMEL MARIA MOLE C/COCO 20/110G,0.01,17898364280882,20/110G,CASE
CLAMEL COPO BANANA 20/120G,0.01,17898364280899,20/120G,CASE
CLAMEL FUMACA DOCE GELATINA 16/100G,0.01,17898364280929,16/100G,CASE
CLAMEL SUSPIRO DOCE GELATINA 16/104,0.01,17898364280936,16/104G,CASE
DAN DANIMAS POUCH STRAW/BAN 6-4/3.5,0.01,,6/4-3.5OZ,CASE
DAN DANIMAS POUCH STRAW 6-4/3.5,0.01,,6/4-3.5OZ,CASE
DAN DANONINO STRAW/BAN 12/6 5592,0.01,,12/6-1.76,CASE
DAN DANONINO STRAWBERRY 12/6 5590,0.01,,12/6-1.76,CASE
DAN DANIMAL SMOOTHIE STRAW/BAN 8/6P,0.01,,8/6PK,CASE
DAN DANIMAL SMOOTHIE STRAWBERR 8/6P,0.01,,8/6PK,CASE
TRAKINAS TUTTI FRUTT 54/126G 3909,0.01,17622210573909,54/126g,CASE
TRAKINAS TORTA LIMAO 54/126G,0.01,17622210573923,54/126g,CASE
TRAKINAS CHOCOLATE/MORANGO 54/126G,0.01,17622210592641,54/126g,CASE
TRAKINAS CHOCOLATE 54/126G 2764,0.01,17622210592764,54/126G,CASE
TRAKINAS MORANGO 54/126G,0.01,17622210592795,54/126g,CASE
FEIJAO KICALDO CARIOCA 10/1KG,0.01,27896116900023,10/1KG,UNIT
FEIJAO KICALDO PRETO 10/1KG,0.01,27896116900429,10/1KG,UNIT
CAFE MELITTA TRADICIONAL 20/500G,0.01,17891021006122,20/500G,CASE
CAFE MELITTA EXTRA FORTE 20/500GM,0.01,17891021006931,20/500GM,CASE
CAFE MELITTA TRADICIONAL 20/250G,0.01,27891021006075,20/250G,CASE
CAFE MELITTA EXTRA FORTE 20/250GM,0.01,27891021006921,20/250GM,CASE
CAFE MELITTA SUPORT FILTRO 103 12PC,0.01,67891021000941,12PC,CASE
CAFE MELITTA FILTRO PAPEL 103 48/30,0.01,87891021001942,48/30PC,CASE
PETA POLVILHO TRADITIONAL 30/120G,0.01,,30/120G,CASE
PETA POLVILHO TRADITIONAL 20/200G,0.01,,20/200G,CASE
ARROZ PRATO FINO 6/10 LBS,0.01,7896290301025,6/10 LBS,UNIT
ARROZ PRATO FINO INTEGRAL 10/1KG,0.01,7896290301056,10/1KG,UNIT
ARROZ PRATO FINO 10/2LBS,0.01,7896290301087,10/2LBS,UNIT
ARROZ PRATO FINO 2/20LBS,0.01,7896290301575,2/20LBS,UNIT
ARROZ URBANO BRANCO 50 LBS,0.01,,50LBS,UNIT
URBANO FEIJAO CARIOCA 10/1KG,0.01,,10/1KG,CASE
URBANO FEIJAO PRETO 10/1KG,0.01,,10/1KG,CASE
URBANO FLOCAO DE ARROZ 24/500G,0.01,27896038360196,24/500G,CASE
ARROZ BOM DIA PARBOILED 50LBS,0.01,654054201427,50 LBS,UNIT
ARROZ URBANO 10/1KG,0.01,7896038331055,10/1KG,CASE
ARROZ URBANO 6/10 LBS,0.01,7896038331888,6/10LBS,CASE
FEIJAO CAMIL PRETO 10/1KG,0.01,47896006751616,10/1KG,CASE
FEIJAO CAMIL CARIOCA 10/1KG,0.01,7896006794905,10/1KG,CASE
KAMILY OVO CODORNA BIQUINHO 15/295G,0.01,17898956805189,15/295G,CASE
KAMILY OVO CODORNA DEFUMADO 15/295G,0.01,7898956805168,15/295G,CASE
KAMILY OVO CODORNA/AZEITONA 15/295G,0.01,7898956805175,15/295G,CASE
KAMILY OVOS CODORNA 15/300G,0.01,9956805028,15/300G,CASE
FRIOCENTER TAMBAQUI INTEIRO 16KG,0.01,,16KGS,CASE
FRIOCENTER LAMBARI 18/500G,0.01,,18/500G,CASE
FRIOCENTER COSTELA TAMBAQUI 20/400G,0.01,,20/400G,CASE
FRIOCENTER TRAIRA INTEIRO 16/1KG,0.01,,16/1KG,CASE
FRIOCENTER TAMBAQUI BANDA 12KG,0.01,,12KG,CASE
SABOR M POLVILHO 23/200GR,0.01,,23/200GR,CASE
SABOR M SEQUILHO COCO 18/300GR,0.01,17896236305442,18/300G,CASE
SABOR M SEQUILHO LEITE 18/300GR,0.01,17896236305459,18/300G,CASE
SABOR M SEQUILHO L. COND 18/300G,0.01,17896236305466,15/300G,CASE
SABOR M SEQUILHO LARANJA 18/300G,0.01,17896236305473,18/300G,CASE
SABOR M POLVILHO 25/100GR,0.01,7896236000128,25/100GR,CASE
SABOR M PAPA OVO 25/100GR,0.01,7896236000135,25/100GR,CASE
SABOR M POLVILHO QUEIJO 25/100G,0.01,7896236000180,25/100G,CASE
QUATA QUEIJO MINAS 12/500G,0.01,,12/500G,CASE
QUATA QUEIJO COALHO OREGANO 20/300G,0.01,,20/300G,CASE
QUATA QUEIJO COALHO 2/7KG,0.01,,2/7KG,CASE
QUATA QUEIJO PRATO 6/3KG,0.01,,6/3KG,CASE
QUATA QUEIJO PROVOLONE 2/5KG,0.01,,2/5KG,CASE
QUATA REQUEIJAO COPO LIGHT 12/180G,0.01,,12/180G,CASE
QUATA REQUEIJAO CREMOSO 12/1.5KG,0.01,17896183202092,12/1.5KG,CASE
QUATA QUEIJO COALHO 20/300G,0.01,17896183203174,20/300G,CASE
QUATA REQUEIJAO CREMOSO 20/250G,0.01,17898598750038,20/250G,CASE
QUATA QUEIJO MUSSARELA 4/4KG,0.01,17898598750212,4/4KG,CASE
QUATA REQUEIJAO COPO 12/180G,0.01,27898598750066,12/180G,CASE
SH GIBI DOCE DE AMENDOIM 24/110G,0.01,,24/110G,CASE
SH PACOQUITA C/ CHOCOLATE 8/18G,0.01,,8/18G,UNIT
SH PACOQUITA ROLHA 6/750G 2940,0.01,,6/750G,CASE
SH PE DE MOLEQUE CROCANTE 30/110G,0.01,1243484,30/110G,CASE
SH PACOQUITA ZERO FLOWPACK 24/144G,0.01,1243502,24/144G,CASE
SH AMENDOIM TORRADO & GRANULADO,0.01,1244110,24/500G,CASE
SH AMENDOIM MOIDO S/SAL 12/1.05KG,0.01,1244299,1.05KG,CASE
SH PACOQUITA FLOWPACK 24/216G,0.01,17896336002234,24/216G,CASE
SH CROKISSIMO SALTY 24/150G 178,0.01,17896336003705,24/150G,CASE
SH TROFEU SALGADINHO BACON 20/40G,0.01,17896336011434,20/40G,CASE
SH TROFEU SALGADINHO SALSA CEBOLA,0.01,17896336011458,20/40G,CASE
SH TROFEU SALGADINHO QUEIJO 20/40G,0.01,17896336011465,20/40G,CASE
SH TROFEU SALGADINHO PIMENTA 20/40G,0.01,17896336011496,20/40G,CASE
SH AMENDOIN JAPONES 24/150G 2828,0.01,17896336014404,24/150G,CASE
SH PACOQUITA RTG 24/288G 2560,0.01,17896336014428,24/288G,CASE
SH PACOQUITA C/ CHOCOLATE 24/18G,0.01,7896336009564,24/18G,UNIT
SH TROFEU SALGADINHO CHURRASCO,0.01,7896336011482,20/40G,CASE
SH PACOQUITA QUADRADA 24/18G,0.01,7896336012830,30/24G,UNIT
SH AMINDUS SEM SAL 36/90G,0.01,7896336016173,36/90G,CASE
DELICIA MARGARINA CLAYBOM 12/500G,0.01,,12/500g,CASE
DELICIA CLAYBOM SABOR MANTEIGA 500G,0.01,,12/500g,CASE
DELICIA MARGARINA DELICATA 12/500G,0.01,,12/500g,CASE
DELICIA MARGARINA CREMOSY 12/500G,0.01,,12/500g,CASE
QUALY MARGARINA COM SAL24/250G,0.01,17893000394114,24/250G,CASE
DELICIA MARGARINA COM SAL 12/500g,0.01,17894904271525,12/500g,CASE
DORIANA MARGARINA COM SAL 12/500G,0.01,17894904571953,12/500G,CASE
DORIANA MARGARINA COM SAL 24/250G,0.01,17894904574787,24/250G,CASE
QUALY MARGARINA COM SAL12/500G,0.01,27893000394203,12/500G,CASE
FLEISCHMANN CREME CHANTILLY 27/200M,0.01,17898331012652,27/200ML,CASE
FLEISCHMANN CREME CHANTILLY 12/500M,0.01,17898331013192,12/500ML,CASE
FLEISCHMANN GELATINA SABOR 30/24G,0.01,17898331013239,30/24G,CASE
FLEISCHMANN CREME CHANTILLY 12/1LT,0.01,17898409950053,12/1LT,CASE
FLEISCHMANN AROMA BAUNILHA 12/30ML,0.01,7898331013225,12/30ML,CASE
FERMENTO ROYAL EM PO 12/100G,0.01,7622300119607,12/100G,CASE
FERMENTO ROYAL EM PO 6/250G,0.01,7622300119638,6/250G,CASE
TERRINHA MASSA PA TAPIOCA 24/500,0.01,858329006131,24/500G,CASE
MAGUARY RTD MACA 12/1LT,0.01,17896000593709,12/1LT,CASE
MAGUARY MARACUJA TP 27/200ML,0.01,17896000594065,27/200ML,CASE
MAGUARY RTD GUAVA 12/1LT,0.01,27896000530268,12/1LT,CASE
MAGUARY RTD UVA 12/1LT,0.01,27896000530329,12/1LT,CASE
MAGUARY RTD CAJU 12/1LT,0.01,27896000530350,12/1LT,CASE
MAGUARY RTD MARACUJA 12/1LT,0.01,27896000530367,12/1LT,CASE
MAGUARY CONC SUCO DE MANGA 12/500ML,0.01,27896000558385,12/500ML,CASE
MAGUARY CONC SUCO DE GUAVA 12/500ML,0.01,27896000559269,12/500ML,CASE
MAGUARY RTD TANGERINA 12/1LT,0.01,27896000583813,12/1LT,CASE
MAGUARY RTD ANANAS 12/1LT,0.01,27896000584070,12/1LT,CASE
MAGUARY LARANJA TP 27/200ML,0.01,27896000584148,27/200ML,CASE
MAGUARY MACA TP 27/200ML,0.01,27896000584155,27/200ML,CASE
MAGUARY UVA TP 27/200ML,0.01,27896000584193,27/200ML,CASE
MAGUARY RTD MORANGO 12/1LT,0.01,27896000584292,12/1LT,CASE
MAGUARY CONC SUCO DE CAJU 12/500ML,0.01,7896000554369,12/500ML,CASE
MAGUARY CONC SUCO MARACUJA 12/500ML,0.01,7896000555359,12/500ML,CASE
CHA MATE BARAO TRADITIONAL 10/1KG,0.01,17896328201218,10/1KG,CASE
CHA MATE BARAO NATIVO 10/1KG,0.01,17896328204127,10/1KG,CASE
CHA MATE BARAO PARA TERERE 10/500G,0.01,17896328209115,10/500G,CASE
CHA MATE CHIMARAO XIMANGO 10/1KG,0.01,17896744100294,10/1KG,CASE
CHA MATE CHIMARAO XIMANGO NATIVO,0.01,17896744100300,10/1KG,CASE
YUCA SABOR MINEIRO BRANCA 6/4LBS.,0.01,,6/4LBS,CASE
SERTAO PEQUI PULPA FROZEN 20/500G,0.01,,20/500G,CASE
SERTAO PEQUI INTEIRO FROZEN 20/500G,0.01,,20/500G,CASE
